JST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-6-12,25,22,19,21,19,18,98,86,69,1008,1005,1003,14,9,6,11,8,,0.00,8,Rain,-1
2015-6-13,29,24,21,21,20,19,96,74,48,1011,1009,1007,14,8,3,19,8,,0.00,8,Rain,-1
2015-6-14,27,24,21,22,19,17,95,79,52,1012,1010,1009,14,10,5,19,8,,0.00,8,Rain,-1
2015-6-15,31,25,19,19,18,17,89,62,37,1009,1008,1006,14,10,8,21,8,,0.00,,,-1
2015-6-16,27,24,20,20,19,16,100,69,47,1008,1006,1003,10,8,6,16,8,,30.99,8,,-1
2015-6-17,24,22,19,21,19,18,99,84,61,1010,1007,1005,14,9,6,14,6,,10.92,,Rain,-1
2015-6-18,26,23,19,19,18,16,89,70,54,1012,1011,1010,19,14,8,19,10,,0.00,8,Rain,-1
2015-6-19,21,19,18,19,18,17,96,89,73,1012,1009,1007,19,11,6,14,10,,6.10,8,Rain,-1
2015-6-20,27,22,17,17,16,13,94,63,31,1010,1009,1007,19,17,14,19,10,,0.00,,Rain,-1
2015-6-21,23,21,18,20,18,17,97,81,67,1012,1011,1010,19,14,10,13,6,,0.51,8,Rain,-1
2015-6-22,27,22,18,19,18,16,96,71,45,1013,1012,1011,14,13,10,14,6,,0.00,,Rain,-1
2015-6-23,28,23,19,21,19,18,98,70,46,1014,1012,1010,19,16,10,19,10,,1.02,8,Rain,-1
2015-6-24,29,23,18,20,18,15,100,67,33,1012,1010,1009,19,14,10,19,10,,0.00,,,-1
2015-6-25,28,24,21,20,18,17,91,65,44,1010,1009,1006,19,14,10,24,10,,0.00,,,-1
2015-6-26,26,23,21,22,20,18,97,81,59,1007,1005,1002,14,12,10,14,8,,7.87,8,Rain,-1
2015-6-27,25,23,21,23,22,21,100,96,89,1001,997,995,14,8,2,8,5,,0.00,8,Rain,-1
2015-6-28,31,25,19,22,17,12,99,65,27,1008,1001,996,19,16,6,16,8,,0.00,8,,-1
2015-6-29,26,22,18,17,15,13,74,61,36,1011,1010,1008,19,17,14,19,11,,0.00,,,-1
2015-6-30,27,23,19,19,18,16,89,67,49,1011,1006,1002,19,15,10,21,13,,2.03,8,Rain,-1
2015-7-1,22,21,19,22,20,19,100,97,90,1001,995,991,14,7,3,14,10,,6.10,8,Rain,-1
2015-7-2,25,22,20,22,21,20,100,88,70,1005,1002,997,14,9,6,11,6,,3.05,8,Rain,-1
2015-7-3,23,22,21,23,22,20,100,98,89,1007,1006,1005,14,9,2,11,8,,33.02,8,Rain,-1
2015-7-4,26,23,21,23,22,21,100,94,74,1012,1008,1005,14,7,3,11,8,,2.03,8,Rain,-1
2015-7-5,22,20,19,21,19,18,100,95,84,1013,1011,1010,10,8,5,11,6,,2.03,8,Rain,-1
2015-7-6,21,20,19,20,19,19,100,95,89,1014,1013,1012,10,6,3,10,5,,9.91,8,Rain,-1
2015-7-7,24,21,18,21,20,19,99,89,71,1015,1013,1012,10,8,6,10,6,,0.00,8,Rain,-1
2015-7-8,26,23,19,23,21,19,100,90,65,1016,1015,1014,10,5,3,13,6,,7.87,8,Rain,-1
2015-7-9,20,19,18,19,19,18,100,96,87,1017,1016,1015,10,6,3,13,8,,7.11,8,Rain,-1
2015-7-10,29,23,17,21,19,18,100,75,48,1017,1015,1013,19,12,10,14,5,,0.00,,Rain,-1
2015-7-11,31,26,21,22,21,20,98,70,45,1014,1013,1011,14,11,6,19,10,,0.00,,,-1
2015-7-12,32,27,22,23,22,19,92,67,42,1012,1010,1008,14,11,6,19,8,,0.00,,,-1
2015-7-13,34,29,24,24,22,21,84,60,39,1009,1006,1004,26,19,10,32,14,,0.00,,,-1
2015-7-14,34,30,27,22,21,19,65,52,33,1007,1005,1004,31,24,19,32,24,,0.00,,,-1
2015-7-15,33,29,26,22,21,19,77,56,35,1010,1008,1007,31,22,14,26,18,,2.03,,,-1
2015-7-16,29,26,23,26,24,23,100,87,72,1010,1007,1006,10,9,3,29,13,,6.10,8,Rain,-1
2015-7-17,30,27,23,26,23,22,100,80,54,1011,1008,1005,19,14,10,26,19,,4.06,8,Rain,-1
2015-7-18,29,28,26,24,23,21,86,71,53,1011,1009,1009,19,18,14,26,19,,0.51,,Rain,-1
2015-7-19,34,30,25,24,23,21,79,62,40,1013,1012,1010,19,16,14,21,13,,0.00,,,-1
2015-7-20,33,30,26,24,24,22,87,68,53,1014,1013,1012,19,15,10,19,8,,0.00,,,-1
2015-7-21,34,30,25,24,22,19,82,57,34,1014,1012,1010,19,14,10,24,10,,0.00,,,-1
2015-7-22,33,29,25,22,20,19,67,52,37,1012,1011,1010,31,26,19,35,23,,0.00,,,-1
2015-7-23,30,27,24,24,23,22,95,74,55,1011,1010,1007,26,20,14,26,18,,0.00,,Rain,-1
2015-7-24,34,29,25,27,24,23,95,78,50,1011,1010,1009,31,19,6,13,6,,7.11,,Rain-Thunderstorm,-1
2015-7-25,33,29,24,26,24,23,100,76,50,1011,1009,1008,14,9,6,16,6,,0.00,,,-1
2015-7-26,36,31,26,26,24,22,98,66,40,1011,1010,1009,19,12,10,19,8,,0.00,,,-1
2015-7-27,35,30,26,25,24,22,92,62,44,1010,1007,1005,19,12,8,16,8,,0.00,,,-1
2015-7-28,34,30,27,25,24,22,85,66,40,1007,1006,1004,14,12,10,14,8,,0.00,,,-1
2015-7-29,32,29,27,24,23,22,77,63,47,1009,1007,1007,19,14,10,19,8,,0.00,,,-1
2015-7-30,34,30,26,26,24,21,87,69,38,1010,1009,1008,14,10,6,14,6,,0.00,,Rain,-1
2015-7-31,35,30,26,26,24,20,92,65,34,1010,1009,1008,14,11,8,19,8,,0.00,,,-1
2015-8-1,35,31,26,27,26,23,93,70,43,1011,1010,1009,10,7,5,16,8,,0.00,,,-1
2015-8-2,35,31,26,26,24,21,91,66,46,1013,1012,1011,10,9,8,19,8,,0.00,,Rain,-1
2015-8-3,35,31,26,26,23,21,95,62,46,1013,1011,1010,14,10,6,21,10,,0.00,,,-1
2015-8-4,35,31,26,25,23,22,79,61,44,1011,1010,1009,14,11,8,21,11,,0.00,,,-1
2015-8-5,35,30,26,25,24,22,86,62,41,1011,1010,1009,19,19,14,24,13,,0.00,,,-1
2015-8-6,36,31,27,25,24,23,78,60,44,1014,1012,1011,26,19,14,19,11,,0.00,,,-1
2015-8-7,37,32,27,26,23,21,79,53,36,1015,1014,1012,19,14,10,14,8,,0.00,,,-1
2015-8-8,32,29,25,23,22,21,79,64,47,1016,1014,1012,19,13,8,19,11,,0.00,8,,-1
2015-8-9,33,29,24,24,21,19,81,59,41,1013,1011,1010,19,16,14,14,10,,0.00,8,,-1
2015-8-10,32,28,25,25,24,23,89,73,52,1011,1009,1007,14,14,8,16,8,,1.02,,Rain,-1
2015-8-11,35,30,25,25,23,21,91,63,38,1008,1006,1004,19,17,14,14,10,,0.00,,,-1
2015-8-12,33,30,26,24,23,22,81,66,47,1006,1005,1004,19,14,10,14,8,,0.00,,,-1
2015-8-13,30,28,25,26,24,22,95,77,57,1005,1003,1001,14,11,3,19,10,,0.51,8,Rain,-1
2015-8-14,32,28,24,24,24,23,95,79,58,1006,1003,1002,19,11,6,19,8,,2.03,8,Rain,-1
2015-8-15,33,28,24,24,23,21,93,71,43,1009,1007,1006,19,17,10,16,8,,0.00,,Rain,-1
2015-8-16,32,28,24,24,23,22,90,70,49,1011,1009,1008,19,14,8,16,8,,17.02,,,-1
2015-8-17,28,26,24,26,25,24,100,95,85,1011,1008,1006,19,11,3,26,11,,11.94,,Rain,-1
2015-8-18,32,29,26,26,24,23,90,71,57,1010,1008,1006,31,23,14,24,14,,0.00,,Rain,-1
2015-8-19,31,28,26,24,22,19,83,63,44,1013,1012,1010,19,18,14,21,10,,0.00,,,-1
2015-8-20,27,26,24,25,24,23,100,89,75,1013,1011,1009,19,10,5,11,8,,2.03,8,Rain,-1
2015-8-21,29,27,24,26,24,22,100,84,64,1009,1007,1004,14,9,5,10,6,,3.05,8,Rain,-1
2015-8-22,32,28,24,25,24,23,95,75,53,1004,1002,1000,19,15,10,23,11,,0.00,,,-1
2015-8-23,31,28,24,25,22,19,95,70,49,1007,1004,1002,19,16,10,21,10,,0.00,,Rain,-1
2015-8-24,29,26,22,19,18,15,70,59,43,1011,1008,1006,19,18,14,19,11,,0.00,,,-1
2015-8-25,23,22,20,17,15,14,69,58,54,1013,1011,1010,19,19,14,16,13,,2.03,8,Rain,-1
2015-8-26,21,19,18,21,19,18,100,98,93,1011,1008,1006,6,4,3,16,11,,5.08,8,Rain,-1
2015-8-27,27,23,20,21,20,18,98,76,57,1011,1009,1007,31,22,10,11,8,,0.00,8,Rain,-1
